possible_ticker_count,raw_sector_compound,date,has_observed_news,sector,ticker_coverage_share,observed_ticker_count,signal_window_trading_days,signal_window_actual_trading_days,signal_window_start_date,signal_window_end_date,latest_raw_news_date_used,trailing_coverage_weighted_sentiment,effective_coverage,expanding_prior_mean,expanding_prior_std,expanding_prior_observations,raw_trailing_zscore,clipped_trailing_zscore,coverage_adjusted_zscore,min_history_observations,zscore_clip_bound,zscore_std_ddof,exploratory_method_label
5,-0.06403333333333334,2020-01-03,True,RealEstate,0.6,3,21,1,2020-01-02,2020-01-02,2020-01-02,0.018100000000000005,0.01904761904761905,,,0,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.09808526785714286,2020-01-03,True,Tech,0.8,4,21,1,2020-01-02,2020-01-02,2020-01-02,0.07698871794871795,0.0380952380952381,,,0,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.14085,2020-01-03,True,Utilities,0.4,2,21,1,2020-01-02,2020-01-02,2020-01-02,0.6369,0.009523809523809525,,,0,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.1738097222222222,2020-01-06,True,Comm,0.6,3,21,2,2020-01-02,2020-01-03,2020-01-03,0.11784166666666664,0.05714285714285714,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.10678931372549019,2020-01-06,True,Consumer,1.0,5,21,2,2020-01-02,2020-01-03,2020-01-03,-0.13509933862433862,0.08571428571428572,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.08543969696969697,2020-01-06,True,Energy,1.0,5,21,2,2020-01-02,2020-01-03,2020-01-03,0.0731359696969697,0.09523809523809523,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.284306,2020-01-06,True,Financials,1.0,5,21,2,2020-01-02,2020-01-03,2020-01-03,0.09852520833333332,0.0761904761904762,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.32718,2020-01-06,True,Healthcare,1.0,5,21,2,2020-01-02,2020-01-03,2020-01-03,0.21374676870748302,0.06666666666666667,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.0735287037037037,2020-01-06,True,Industrials,0.6,3,21,2,2020-01-02,2020-01-03,2020-01-03,-0.02266666666666666,0.08571428571428572,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,-0.069765,2020-01-06,True,Materials,0.8,4,21,2,2020-01-02,2020-01-03,2020-01-03,0.08144999999999998,0.047619047619047616,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.148,2020-01-06,True,RealEstate,0.6,3,21,2,2020-01-02,2020-01-03,2020-01-03,-0.03118,0.047619047619047616,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,-0.013116666666666665,2020-01-06,True,Tech,1.0,5,21,2,2020-01-02,2020-01-03,2020-01-03,0.0875369929029304,0.0761904761904762,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.011312500000000003,2020-01-06,True,Utilities,0.8,4,21,2,2020-01-02,2020-01-03,2020-01-03,0.30619999999999997,0.02857142857142857,,,1,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.29263333333333336,2020-01-07,True,Comm,0.6,3,21,3,2020-01-02,2020-01-06,2020-01-06,0.13649768518518515,0.08571428571428572,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.1472385,2020-01-07,True,Consumer,1.0,5,21,3,2020-01-02,2020-01-06,2020-01-06,-0.048710534213685486,0.13333333333333333,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.07934999999999999,2020-01-07,True,Energy,0.6,3,21,3,2020-01-02,2020-01-06,2020-01-06,0.07723721212121212,0.14285714285714285,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.140525,2020-01-07,True,Financials,0.8,4,21,3,2020-01-02,2020-01-06,2020-01-06,0.16997935897435898,0.12380952380952381,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.10863733333333334,2020-01-07,True,Healthcare,1.0,5,21,3,2020-01-02,2020-01-06,2020-01-06,0.26101061507936507,0.11428571428571428,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.030057142857142855,2020-01-07,True,Industrials,0.8,4,21,3,2020-01-02,2020-01-06,2020-01-06,0.0013821759259259286,0.11428571428571428,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
5,0.12726666666666667,2020-01-07,True,Materials,0.6,3,21,3,2020-01-02,2020-01-06,2020-01-06,0.014243333333333321,0.08571428571428572,,,2,,,,60,2.0,1,exploratory robustness extension (fixed 21-day coverage signal)
