date,sector,raw_sector_finbert,sector_probability_positive,sector_probability_negative,sector_probability_neutral,observed_ticker_count,headline_count,possible_ticker_count,ticker_coverage_share,has_observed_news,sentiment_model,score_name,text_input_column,text_preprocessing,raw_index_purpose
2020-01-06,Healthcare,0.1858881118707358,0.22805929061025382,0.04217117873951788,0.729769528210163,5,12,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-06,Industrials,-0.060255276168593136,0.09844011120084255,0.15869538736943564,0.7428644999033874,3,14,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-06,Materials,0.27647722926922136,0.34123753793537615,0.0647603086661547,0.5940021567046642,4,9,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-06,RealEstate,-0.0006082225590944382,0.18919216593106583,0.18980038849016026,0.6210074238479137,3,4,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-06,Tech,0.026557012088596826,0.12714584767818446,0.10058883558958764,0.772265334924062,5,13,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-06,Utilities,0.03251741523854435,0.06892204796895379,0.03640463273040946,0.8946733400225639,4,6,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Comm,0.4999451111588213,0.5173774655494424,0.017432354390621154,0.46519021027617985,3,5,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Consumer,0.2531666493532248,0.3056403376744129,0.05247368832118805,0.6418859651964157,5,22,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Energy,-0.04725468469162783,0.23007789197274375,0.27733257666437156,0.49258953394989174,3,12,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Financials,-0.041514823696343225,0.04295575749711131,0.08447058119345452,0.8725736715598033,4,11,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Healthcare,0.048014765214174984,0.2993239137716591,0.2513091485574841,0.4493669426937898,5,15,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Industrials,-0.1393230975414294,0.24173630061808837,0.3810593981595177,0.37720430803684785,4,13,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Materials,0.004387821381290731,0.07506765549381574,0.07067983411252494,0.8542524774869283,3,3,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,RealEstate,0.2303122580051422,0.4153956398367881,0.1850833818316459,0.39952097088098526,2,2,5,0.4,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Tech,0.19905346430355814,0.3049110271302717,0.10585756282671352,0.5892314153457326,4,21,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-07,Utilities,0.1211571618914604,0.1406911164522171,0.0195339545607566,0.8397749066352844,1,1,5,0.2,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Comm,-0.051937699445988986,0.19897324513876807,0.25091094458475705,0.5501158152706921,4,20,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Consumer,-0.1035250248387456,0.22036983556158485,0.32389486040033044,0.45573530119976824,4,16,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Energy,-0.03335793027654293,0.1983149281082054,0.23167285838474827,0.5700121933904787,5,17,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Financials,0.13176043688630065,0.36435766766468686,0.23259723077838615,0.40304504334926605,3,4,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Healthcare,0.5305055117717495,0.5720190028487532,0.04151349107700361,0.386467496416083,3,13,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Industrials,-0.18526690600750348,0.13958332313978597,0.32485022914728945,0.5355664299180111,3,12,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Materials,-0.2914680605754256,0.15177817037329075,0.4432462309487164,0.40497559146024287,2,6,5,0.4,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,RealEstate,0.18307392881251866,0.23434442281723017,0.05127049400471148,0.7143851071596146,2,3,5,0.4,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Tech,0.18762348984600974,0.2372124740388244,0.04958898419281463,0.7131985185667873,4,22,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-08,Utilities,-0.096563412497441,0.27360833187898,0.370171744376421,0.35621992746988934,3,3,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Comm,0.08001962788403032,0.3029160938225686,0.22289646593853826,0.47418742924928664,5,6,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Consumer,0.25335445747976854,0.37176139674312064,0.11840693926335207,0.5098316606607229,5,25,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Energy,0.08570851853583007,0.22699766175355757,0.1412891432177275,0.6317132097203284,4,10,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Financials,0.17042822841554878,0.4066593550642331,0.2362311266486843,0.3571095063537359,5,11,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Healthcare,0.5723333267055245,0.5987765474451913,0.026443220739666724,0.37478021532297134,3,8,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Industrials,0.04815484005957839,0.11717579861481979,0.06902095855524137,0.8138032615184784,5,9,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Materials,-0.3733055387727089,0.11284247961723137,0.48614801838994026,0.4010095010615058,3,6,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,RealEstate,-0.0052979718893766,0.0277515109628438,0.0330494828522205,0.9391989707946776,1,1,5,0.2,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Tech,0.25635215756793817,0.38460628209014736,0.1282541245222091,0.48713955943783127,5,17,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-09,Utilities,0.1471273985225707,0.16642954200506205,0.01930214348249134,0.8142683133482933,4,5,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Comm,0.14069347681167227,0.18113795225508506,0.04044447544341283,0.7784175975248218,4,8,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Consumer,-0.08930536736734214,0.07645440540276463,0.16575977277010676,0.757785799074918,5,15,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Energy,-0.25220339413732296,0.03713310012593861,0.2893364942632615,0.6735303976200522,5,15,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Financials,-0.08912438247352834,0.11311091249808664,0.20223529497161508,0.684653777629137,3,7,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Healthcare,-0.014470447165270666,0.10556833098332083,0.1200387781485915,0.7743928710619609,5,12,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Industrials,0.24972185104464492,0.39911095014152426,0.1493890990968793,0.45149993306646746,3,8,5,0.6,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Materials,-0.6212294274009764,0.05740636540576808,0.6786357928067446,0.26395781664177775,4,4,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,RealEstate,0.09411215148866173,0.2260209303349256,0.13190877884626384,0.6420702502131462,5,6,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Tech,0.3801258239429444,0.45525780580937864,0.07513198186643416,0.46961020501330497,4,21,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-10,Utilities,0.2840974787250161,0.3019667062908411,0.017869227565824958,0.6801640602449576,4,7,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Comm,0.06295359280193225,0.20988237830655027,0.14692878550461802,0.6431888313381933,2,14,5,0.4,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Consumer,0.04208794258401858,0.11291272939049768,0.07082478680647905,0.8162624891315188,5,29,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Energy,0.11269140076357868,0.19628263959661124,0.08359123883303252,0.7201261171139777,5,19,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Financials,-0.06723469066034471,0.17105589171738492,0.23829058237772963,0.5906535169242748,5,33,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Healthcare,0.30954571161419153,0.34869095059111715,0.03914523897692557,0.612163820117712,5,24,5,1.0,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
2020-01-13,Industrials,0.24532864758900053,0.3025455157427738,0.05721686815377321,0.640237620100379,4,10,5,0.8,True,ProsusAI/finbert,P(positive) - P(negative),text_raw,none,retrospective descriptive robustness index
